year,model,carrier,tailnum,manufacturer,origin,sum(distance)
2013,A320-232,B6,N827JB,AIRBUS,JFK,9688
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,1272
2013,A321-231,B6,N903JB,AIRBUS,JFK,17578
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,4116
2013,A320-232,B6,N827JB,AIRBUS,JFK,5664
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,187
2013,A321-211,US,N198UW,AIRBUS,JFK,2705
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,7203
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,5225
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,3843
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,597
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,792
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,509
2013,A320-232,B6,N834JB,AIRBUS,JFK,23274
2013,A321-231,US,N569UW,AIRBUS,JFK,1082
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,11424
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,2058
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,14076
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,8880
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,1309
2013,A320-232,B6,N828JB,AIRBUS,JFK,2446
2013,A320-232,B6,N834JB,AIRBUS,JFK,4908
2013,A320-232,B6,N828JB,AIRBUS,JFK,1041
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",JFK,1391
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,1028
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,2052
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",JFK,740
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,4389
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,4296
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,17136
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,665
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,1041
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",JFK,427
2013,A320-232,B6,N828JB,AIRBUS,JFK,2454
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,4284
2013,A320-232,B6,N828JB,AIRBUS,JFK,7395
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,546
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,4116
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,2964
2013,A320-232,B6,N834JB,AIRBUS,JFK,4496
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,1038
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,2036
2013,A320-232,B6,N827JB,AIRBUS,JFK,2010
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,7392
2013,A320-232,B6,N828JB,AIRBUS,JFK,3196
2013,A321-211,US,N156UW,AIRBUS,JFK,2164
2013,A321-211,US,N153UW,AIRBUS,JFK,2153
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,1708
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,5205
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,665
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,5808
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,3546
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,5187
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,1281
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,912
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,2138
2013,A321-231,US,N570UW,AIRBUS,JFK,10765
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,1480
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,4675
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",JFK,665
2013,A320-232,B6,N834JB,AIRBUS,JFK,828
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",JFK,589
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,541
2013,A320-232,B6,N828JB,AIRBUS,JFK,1626
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,4368
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,680
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,17730
2013,A320-214,VX,N361VA,AIRBUS,JFK,14850
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",JFK,340
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,935
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,519
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,6360
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,639
2013,A320-232,B6,N827JB,AIRBUS,JFK,6414
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,1281
2013,A320-232,B6,N828JB,AIRBUS,JFK,828
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,1391
2013,A320-232,B6,N834JB,AIRBUS,JFK,1069
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,6832
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,680
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,15366
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,1908
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,1074
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,4440
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",JFK,2220
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,1178
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,173
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,12341
2013,A320-232,B6,N828JB,AIRBUS,JFK,23274
2013,A320-232,B6,N827JB,AIRBUS,JFK,9860
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,5088
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,1211
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,1204
2013,A320-232,B6,N827JB,AIRBUS,JFK,61875
2013,A321-231,B6,N903JB,AIRBUS,JFK,8552
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,1064
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,1074
2013,A320-232,B6,N834JB,AIRBUS,JFK,1005
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,665
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,7400
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,2960
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,1330
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,6650
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",JFK,1065
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,1391
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,5733
2013,A320-232,B6,N834JB,AIRBUS,JFK,1480
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",JFK,1029
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,2832
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",JFK,1029
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,1360
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",JFK,1182
2013,A320-232,B6,N828JB,AIRBUS,JFK,2220
2013,A321-231,B6,N907JB,"AIRBUS INDUSTRIE",JFK,7483
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,4440
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,5910
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,765
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,426
2013,A321-231,US,N567UW,AIRBUS,JFK,4328
2013,A320-232,B6,N827JB,AIRBUS,JFK,5478
2013,A320-232,B6,N827JB,AIRBUS,JFK,3042
2013,A321-231,B6,N907JB,"AIRBUS INDUSTRIE",JFK,17578
2013,A321-231,B6,N913JB,AIRBUS,JFK,7483
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,748
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,1113
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,639
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,1028
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,16548
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,3843
2013,A330-243,HA,N395HA,AIRBUS,JFK,34881
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,7092
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,2904
2013,A320-232,B6,N827JB,AIRBUS,JFK,9252
2013,A330-243,HA,N390HA,AIRBUS,JFK,99660
2013,A321-211,US,N152UW,AIRBUS,JFK,5951
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,944
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,6246
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,1656
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,3990
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,7826
2013,A321-211,US,N154UW,AIRBUS,JFK,2705
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,1767
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,6118
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,602
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,852
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,2164
2013,A321-211,US,N199UW,AIRBUS,JFK,4328
2013,A321-211,US,N157UW,AIRBUS,JFK,4869
2013,A320-232,B6,N828JB,AIRBUS,JFK,2248
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,665
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,2926
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,1767
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,2926
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,1069
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,5564
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,3971
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,1029
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,2960
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,1530
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,4284
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,8127
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,3700
2013,A320-232,B6,N828JB,AIRBUS,JFK,3015
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,5544
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,7203
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,519
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,589
2013,A320-232,B6,N827JB,AIRBUS,JFK,2148
2013,A320-232,B6,N834JB,AIRBUS,JFK,1428
2013,A320-232,B6,N828JB,AIRBUS,JFK,187
2013,A321-211,US,N150UW,AIRBUS,JFK,4869
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,427
2013,A320-232,B6,N828JB,AIRBUS,JFK,6414
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,10764
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,1178
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,6006
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,903
2013,A321-211,US,N151UW,AIRBUS,JFK,4869
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,1041
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,765
2013,A320-232,B6,N828JB,AIRBUS,JFK,1428
2013,A320-214,VX,N361VA,AIRBUS,JFK,36204
2013,A321-231,B6,N913JB,AIRBUS,JFK,14382
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,1530
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,2364
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,1005
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,5187
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,1182
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,1791
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",JFK,1708
2013,A320-232,B6,N834JB,AIRBUS,JFK,7395
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,509
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,14184
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,213
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,9331
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,5410
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,903
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,4173
2013,A320-232,B6,N827JB,AIRBUS,JFK,2446
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,6660
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,561
2013,A320-232,B6,N827JB,AIRBUS,JFK,17984
2013,A320-232,B6,N827JB,AIRBUS,JFK,2153
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,288
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,4328
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,740
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,854
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,2010
2013,A320-232,B6,N827JB,AIRBUS,JFK,740
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,602
2013,A330-243,HA,N393HA,AIRBUS,JFK,49830
2013,A320-232,B6,N827JB,AIRBUS,JFK,4851
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,1113
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,2989
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,3700
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,3123
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,2220
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,16560
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,665
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,765
2013,A330-243,HA,N392HA,AIRBUS,JFK,64779
2013,A321-211,US,N153UW,AIRBUS,JFK,4328
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,903
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,1521
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,6360
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,765
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,1113
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,2220
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,1530
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,288
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,1028
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",JFK,340
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",JFK,561
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,4328
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,9996
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,1791
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,426
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,944
2013,A320-232,B6,N834JB,AIRBUS,JFK,34650
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,5951
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",JFK,427
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",JFK,426
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,6552
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,5205
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",JFK,1018
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,1005
2013,"ERJ 190-100 IGW",B6,N374JB,EMBRAER,JFK,11592
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,1182
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,1122
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,854
2013,"ERJ 190-100 IGW",B6,N355JB,EMBRAER,JFK,7033
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,6732
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,2052
2013,"ERJ 190-100 IGW",B6,N375JB,EMBRAER,JFK,836
2013,"ERJ 190-100 IGW",B6,N373JB,EMBRAER,JFK,1393
2013,"ERJ 190-100 IGW",B6,N368JB,EMBRAER,JFK,1623
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,JFK,5016
2013,A320-232,B6,N828JB,AIRBUS,JFK,1028
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,288
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",JFK,2036
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,995
2013,A320-232,B6,N827JB,AIRBUS,JFK,62064
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",JFK,1018
2013,A321-211,US,N155UW,AIRBUS,JFK,3246
2013,"ERJ 190-100 IGW",B6,N358JB,EMBRAER,JFK,12341
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",JFK,1065
2013,A320-232,B6,N834JB,AIRBUS,JFK,7338
2013,737-8H4,WN,N8608N,BOEING,LGA,1776
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,833
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,2214
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,584
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,764
2013,737-8H4,WN,N8610A,BOEING,LGA,1428
2013,A321-211,US,N198UW,AIRBUS,LGA,18496
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,1528
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",LGA,833
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,544
2013,737-8H4,WN,N8615E,BOEING,LGA,1450
2013,A321-211,US,N157UW,AIRBUS,LGA,9792
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,396
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,792
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,585
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",LGA,1080
2013,A321-211,US,N152UW,AIRBUS,LGA,14688
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",LGA,660
2013,A321-211,US,N199UW,AIRBUS,LGA,17408
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",LGA,431
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,1320
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,670
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,3820
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,292
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,1088
2013,737-8H4,WN,N8617E,BOEING,LGA,1620
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",LGA,296
2013,CL-600-2D24,9E,N297PQ,"BOMBARDIER INC",LGA,1031
2013,A321-231,US,N569UW,AIRBUS,LGA,7616
2013,737-8H4,WN,N8617E,BOEING,LGA,1450
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,862
2013,737-8H4,WN,N8610A,BOEING,LGA,5800
2013,737-8H4,WN,N8611F,BOEING,LGA,888
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,738
2013,"ERJ 190-100 IGW",B6,N354JB,EMBRAER,LGA,1076
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",LGA,2214
2013,737-8H4,WN,N8613K,BOEING,LGA,1620
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",LGA,431
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",LGA,335
2013,737-8H4,WN,N8618N,BOEING,LGA,725
2013,A321-211,US,N156UW,AIRBUS,LGA,9248
2013,737-8H4,WN,N8612K,BOEING,LGA,1776
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,833
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",LGA,585
2013,737-8H4,WN,N8613K,BOEING,LGA,7250
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,544
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,1031
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,660
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,963
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",LGA,833
2013,737-8H4,WN,N8611F,BOEING,LGA,738
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",LGA,585
2013,A321-211,US,N154UW,AIRBUS,LGA,16320
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",LGA,431
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",LGA,833
2013,A321-211,US,N151UW,AIRBUS,LGA,14144
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,1031
2013,737-8H4,WN,N8608N,BOEING,LGA,8700
2013,737-8H4,WN,N8616C,BOEING,LGA,5075
2013,737-8H4,WN,N8616C,BOEING,LGA,738
2013,737-8H4,WN,N8612K,BOEING,LGA,2175
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",LGA,833
2013,737-8H4,WN,N8614M,BOEING,LGA,888
2013,737-8H4,WN,N8609A,BOEING,LGA,888
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,584
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",LGA,738
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,335
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,431
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,833
2013,737-8H4,WN,N8621A,BOEING,LGA,1450
2013,737-8H4,WN,N8607M,BOEING,LGA,3625
2013,737-8H4,WN,N8619F,BOEING,LGA,738
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",LGA,292
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,1666
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,2214
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,738
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",LGA,1476
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,2160
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,419
2013,A321-211,US,N150UW,AIRBUS,LGA,16864
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,1528
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",LGA,1031
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,660
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",LGA,764
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",LGA,1080
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,1031
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,1088
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,1047
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,431
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,585
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,2214
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,1031
2013,737-8H4,WN,N8610A,BOEING,LGA,888
2013,CL-600-2D24,9E,N294PQ,"BOMBARDIER INC",LGA,764
2013,CL-600-2D24,9E,N299PQ,"BOMBARDIER INC",LGA,198
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,1047
2013,737-8H4,WN,N8611F,BOEING,LGA,3625
2013,737-8H4,WN,N8614M,BOEING,LGA,2900
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,1031
2013,CL-600-2D24,9E,N293PQ,"BOMBARDIER INC",LGA,738
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,198
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,594
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",LGA,3056
2013,A321-231,US,N567UW,AIRBUS,LGA,8160
2013,CL-600-2D24,9E,N296PQ,"BOMBARDIER INC",LGA,1047
2013,A321-211,US,N153UW,AIRBUS,LGA,16864
2013,CL-600-2D24,9E,N298PQ,"BOMBARDIER INC",LGA,738
2013,CL-600-2D24,9E,N279PQ,"BOMBARDIER INC",LGA,660
2013,737-8H4,WN,N8607M,BOEING,LGA,1620
2013,CL-600-2D24,9E,N292PQ,"BOMBARDIER INC",LGA,2160
2013,737-8H4,WN,N8609A,BOEING,LGA,2900
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,1080
2013,737-8H4,WN,N8620H,BOEING,LGA,1450
2013,CL-600-2D24,9E,N295PQ,"BOMBARDIER INC",LGA,1005
2013,CL-600-2D24,9E,N272PQ,"BOMBARDIER INC",LGA,296
